date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:39	63755/63755	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g1.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:40	75609/75609	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g2.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:41	58201/58201	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g3.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:41	105591/105591	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g4.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:42	99002/99002	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g5.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:43	86664/86664	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g6.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g6.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:44	72330/72330	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g7.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g7.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:44	84011/84011	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g8.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g8.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:45	45976/45976	---M--	200	added ('OK')	image/jpeg	etag:%221573816435%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g9.jpg	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/images/g9.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
23:14:45	5878/5878	---M-Z	200	added ('OK')	application/javascript	etag:%221520403720%22	https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/lsb.min.js	C:/My%20Web%20Sites/Tour%20Travels/demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/js/lsb.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/07-03-2018/travel_tours-demo_Free/1860349693/web/gallery.html)
